,nbIterTraces,nbGranular,mu,lambda,nbElite,nbClose,nbIterPenaltyManagement,targetFeasible,penaltyIncrease,penaltyDecrease,name
0,4.666666666666667,566.6666666666666,18.333333333333332,21.666666666666668,40.0,5.666666666666667,4.666666666666667,116.66666666666667,0.26666666666666666,1.2666666666666666,K3C10
1,1.0,500.0,15.0,30.0,20.0,7.0,1.0,100.0,0.3,1.3999999999999997,K3C15
2,5.333333333333333,550.0,21.666666666666668,28.333333333333332,20.0,5.0,5.333333333333333,100.0,0.3,1.2,K3C18
3,4.8,660.0,22.0,22.0,40.0,6.2,4.8,90.0,0.24,1.2999999999999998,K5C10
4,7.6,500.0,19.0,26.0,20.0,6.6,7.6,140.0,0.2,1.3399999999999999,K5C15
5,4.8,390.0,21.0,23.0,28.0,5.4,4.8,110.0,0.34,1.22,K5C18
6,5.0,642.8571428571429,19.285714285714285,22.142857142857142,40.0,5.0,5.0,107.14285714285714,0.3,1.3,K7C10
7,5.428571428571429,500.0,15.0,27.142857142857142,20.0,7.0,5.428571428571429,121.42857142857143,0.31428571428571433,1.3857142857142857,K7C15
8,3.857142857142857,442.85714285714283,23.571428571428573,25.714285714285715,25.714285714285715,5.285714285714286,3.857142857142857,107.14285714285714,0.32857142857142857,1.2285714285714284,K7C18
